year,CTY_CODE,CTYNAME,I_1,IYR,E_1,EYR
2011,5682,Bhutan,0.011255,0.518691,0.093311,3.830639
2012,5682,Bhutan,0.000715,0.568747,0.133542,2.488897
2013,5682,Bhutan,0.040395,0.225194,0.120636,1.096861
2001,5683,Maldives,8.7,97.7,0.4,6.6
2002,5683,Maldives,9.1,113.6,0.2,4.2
2003,5683,Maldives,14.325066,94.339911,1.0204,6.579641
2004,5683,Maldives,6.088173,82.679598,0.461097,9.872865
2005,5683,Maldives,3.688678,5.496456,0.530999,9.25555
2006,5683,Maldives,0.123205,1.498697,0.446246,17.647304
2007,5683,Maldives,0.344604,2.022387,1.076899,19.321264
2008,5683,Maldives,0.503887,3.591362,3.05155,20.294509
2009,5683,Maldives,0.515835,2.885616,0.828961,17.424044
2010,5683,Maldives,0.294849,1.597413,1.405149,28.284498
2011,5683,Maldives,0.134762,2.880675,1.237192,44.753444
2012,5683,Maldives,1.033376,17.616884,2.450721,30.040903
2013,5683,Maldives,3.168135,10.579608,1.888909,14.235323
2001,5700,China,8427.5,102278.4,1187.5,19182.3
2002,5700,China,8415.4,125192.6,1569.3,22127.7
2003,5700,China,11403.49758,152436.0969,2069.831893,28367.94286
2004,5700,China,14089.0155,196682.0339,2620.489793,34427.77246
2005,5700,China,17885.84061,243470.1048,2609.326126,41192.01012
2006,5700,China,21382.50591,287774.3526,3396.870149,53673.00834
2007,5700,China,25640.56267,321442.8669,4389.534621,62936.89158
2008,5700,China,26193.03215,337772.6278,5556.708852,69732.83754
2009,5700,China,24743.4574,296373.8835,4159.649756,69496.67861
2010,5700,China,25215.91901,364952.6336,6898.358856,91911.08094
2011,5700,China,31377.36127,399378.942,8017.916778,103986.4958
2012,5700,China,34418.57811,425578.9205,8360.163337,110483.5868
2013,5700,China,37171.95559,202787.9302,9384.593338,55082.49478
2001,5740,Mongolia,12.5,143.8,1.2,12
2002,5740,Mongolia,10.8,161.7,0.5,66.2
2003,5740,Mongolia,12.385325,183.281659,1.313058,20.684897
2004,5740,Mongolia,15.454283,239.092437,4.504631,28.127594
2005,5740,Mongolia,13.972908,143.645404,0.724643,21.879286
2006,5740,Mongolia,11.260373,113.862404,1.24205,23.058259
2007,5740,Mongolia,5.595809,83.494478,0.843827,26.032828
2008,5740,Mongolia,7.13867,52.783141,2.119926,57.248374
2009,5740,Mongolia,0.688645,14.809669,8.086427,40.514385
2010,5740,Mongolia,0.199095,11.555218,10.119814,115.518352
2011,5740,Mongolia,2.210384,11.003863,16.387183,314.654809
2012,5740,Mongolia,0.235487,42.104073,20.845252,665.101251
2013,5740,Mongolia,0.102855,12.665194,13.216894,208.96459
2001,5790,"Korea, North",0,0,0,0.5
2002,5790,"Korea, North",0,0.1,0,25.1
2003,5790,"Korea, North",0,0,0.019919,7.9774
2004,5790,"Korea, North",0,1.494758,0,23.750195
2005,5790,"Korea, North",0.003252,0.003252,1.737572,5.757048
2006,5790,"Korea, North",0,0,0,0
2007,5790,"Korea, North",0,0,0,1.72816
2008,5790,"Korea, North",0,0,0,52.15123
2009,5790,"Korea, North",0,0,0.227975,0.856793
2010,5790,"Korea, North",0,0.008363,0,2.867073
2011,5790,"Korea, North",0,0,0,9.405834
2012,5790,"Korea, North",0,0,4.864279,11.95222
2013,5790,"Korea, North",0,0,0.968712,5.098275
2001,5800,"Korea, South",3514.3,35181.5,2149.7,22180.7
2002,5800,"Korea, South",2755.5,35571.7,1706.1,22575.7
2003,5800,"Korea, South",2860.887093,37229.40416,1726.082787,24072.58491
2004,5800,"Korea, South",3364.651334,46167.93707,1831.414533,26186.73601
2005,5800,"Korea, South",4123.952751,43781.44106,2214.729533,27571.60598
2006,5800,"Korea, South",3890.926855,45803.58695,2506.040776,32219.12416
2007,5800,"Korea, South",4220.107523,47562.31136,2691.192374,34401.70997
2008,5800,"Korea, South",3890.436928,48069.07871,2738.731545,34668.67102
2009,5800,"Korea, South",3599.973011,39215.58857,1669.62107,28611.92817
2010,5800,"Korea, South",3102.861595,48875.17095,2716.681092,38820.6373
2011,5800,"Korea, South",4198.202054,56661.34392,3195.179934,43399.5898
2012,5800,"Korea, South",4549.926352,58895.70377,3169.450761,42283.52874
2013,5800,"Korea, South",5232.009837,31408.80865,3152.550944,20351.28651
2001,5820,Hong Kong,981.5,9646.1,1046.2,14027.5
2002,5820,Hong Kong,835.6,9328.1,899.8,12594.3
2003,5820,Hong Kong,821.950431,8851.141559,946.864029,13520.46241
2004,5820,Hong Kong,805.82858,9313.897644,1072.414616,15827.35045
2005,5820,Hong Kong,754.384554,8891.705575,1124.499924,16351.02861
2006,5820,Hong Kong,755.260869,7946.676159,1201.739298,17742.17491
2007,5820,Hong Kong,528.6519,7025.987746,1548.106733,19901.65448
2008,5820,Hong Kong,617.110288,6483.377493,1551.395115,21498.61939
2009,5820,Hong Kong,352.194758,3570.904821,1343.641395,21050.52518
2010,5820,Hong Kong,312.328303,4296.396722,1894.952538,26570.4508
2011,5820,Hong Kong,349.296535,4409.474381,2508.223135,36345.22678
2012,5820,Hong Kong,341.848543,5455.490536,2459.159264,37461.29132
2013,5820,Hong Kong,373.275458,2776.808735,3054.08385,20754.037
2001,5830,Taiwan,3069,33374.3,1812.8,18121.7
2002,5830,Taiwan,2485.6,32147.9,1223.8,18381.7
2003,5830,Taiwan,2717.274454,31599.42782,1322.167742,17447.88349
2004,5830,Taiwan,2614.909966,34623.58288,1519.542159,21585.19588
2005,5830,Taiwan,2959.212821,34825.82882,1748.890649,21614.49693
2006,5830,Taiwan,3181.969889,38211.85485,1580.54287,22709.36095
2007,5830,Taiwan,3223.548707,38277.5944,1752.493035,25828.66919
2008,5830,Taiwan,3227.996634,36326.07538,2266.61827,24926.27597
2009,5830,Taiwan,2443.609443,28362.149,1098.370751,18485.64088
2010,5830,Taiwan,2585.869055,35846.8362,1980.162127,26050.03733
2011,5830,Taiwan,3316.391495,41405.69488,2276.221039,25885.49886
2012,5830,Taiwan,3066.75651,38857.63888,1736.271383,24348.65633
2013,5830,Taiwan,3176.789859,18600.29993,1923.177809,13004.39727
2001,5880,Japan,11142.5,126473.1,5252.7,57451.5
2002,5880,Japan,8674,121428.6,3944.8,51449.2
2003,5880,Japan,9109.497627,118036.6455,3919.365968,52004.27723
2004,5880,Japan,9171.944935,129805.1987,3974.980231,53568.69367
2005,5880,Japan,10154.37811,138003.6962,3984.167985,54680.57985
2006,5880,Japan,10913.25086,148180.7756,4364.856612,58458.97807
2007,5880,Japan,11405.55833,145463.3426,4888.515046,61159.58277
2008,5880,Japan,11709.0181,139262.197,4950.635565,65141.75312
2009,5880,Japan,8164.903203,95803.68337,3975.457084,51134.1842
2010,5880,Japan,8340.840554,120552.1452,4840.292937,60471.85213
2011,5880,Japan,9884.63726,128927.9427,4995.932027,65686.41545
2012,5880,Japan,11756.14782,146392.2108,5599.001552,69954.98075
2013,5880,Japan,11227.3416,68690.54477,5134.971734,32242.3051
2001,6021,Australia,542,6477.8,856.5,10930.5
2002,6021,Australia,533.4,6478.8,947.1,13084.9
2003,6021,Australia,567.736059,6413.662958,836.71885,13087.60234
2004,6021,Australia,595.923137,7545.500435,1028.842254,13957.90045
2005,6021,Australia,542.449418,7342.17895,1133.211166,15588.51968
2006,6021,Australia,657.161553,8204.002398,1464.830151,17545.7398
2007,6021,Australia,701.877893,8615.018556,1421.338216,19178.1979
2008,6021,Australia,907.182421,10588.81277,1518.937831,22218.64907
2009,6021,Australia,782.645615,8011.502299,1357.524336,19599.30393
2010,6021,Australia,649.259641,8582.910903,1532.914598,21804.64744
2011,6021,Australia,685.234323,10242.89189,1853.613849,27545.24682
2012,6021,Australia,734.090938,9549.151513,2307.124307,31151.1708
2013,6021,Australia,807.137049,4660.877292,2002.044357,12861.39522
2001,6022,Norfolk Island,0,0.4,0,0
2002,6022,Norfolk Island,0.1,0.1,0,0.1
2003,6022,Norfolk Island,0.27216,1.577639,0.029076,0.384262
2004,6022,Norfolk Island,0.341586,2.874151,0.013721,0.397632
2005,6022,Norfolk Island,0.006767,0.17315,0.062368,0.391532
2006,6022,Norfolk Island,0.000455,0.139729,0.153262,1.939424
2007,6022,Norfolk Island,0,0.391107,0.489688,1.527492
2008,6022,Norfolk Island,0.002572,0.034049,0.439165,3.95284
2009,6022,Norfolk Island,0.106495,0.543227,0.006848,0.86484
2010,6022,Norfolk Island,0,0.009925,0.061189,0.661175
2011,6022,Norfolk Island,0,0.270353,0.033815,1.043984
2012,6022,Norfolk Island,0.005315,0.050581,0.083828,1.228303
2013,6022,Norfolk Island,0.000001,0.004342,0.02993,0.161867
2001,6023,Cocos (Keeling) Islands,0,0.7,0,3
2002,6023,Cocos (Keeling) Islands,0,0.2,0.1,0.9
2003,6023,Cocos (Keeling) Islands,0.055739,0.235002,0.102704,0.576026
2004,6023,Cocos (Keeling) Islands,0.01723,0.570421,0.354547,5.627161
2005,6023,Cocos (Keeling) Islands,0.016486,0.484315,0.001462,1.048051
2006,6023,Cocos (Keeling) Islands,0.017732,1.459999,0.016316,0.757982
2007,6023,Cocos (Keeling) Islands,0.079603,0.880872,0.024753,1.231015
2008,6023,Cocos (Keeling) Islands,0.058253,1.164273,0.000395,0.966209
2009,6023,Cocos (Keeling) Islands,0.146914,0.784771,0.00109,1.440652
2010,6023,Cocos (Keeling) Islands,0.04653,2.146102,0.108629,0.728118
2011,6023,Cocos (Keeling) Islands,0.151033,1.511838,0.490284,0.957218
2012,6023,Cocos (Keeling) Islands,0.111853,0.97573,0.020711,0.93261
2013,6023,Cocos (Keeling) Islands,0.020293,0.085484,0.108687,12.256789
2001,6024,Christmas Island,0,0.1,0.3,1.6
2002,6024,Christmas Island,0.1,0.6,0,1.2
2003,6024,Christmas Island,0.015728,0.358376,0.203307,1.034996
2004,6024,Christmas Island,0.090817,0.526216,0.122666,4.486707
2005,6024,Christmas Island,0.015497,0.417613,0.052811,2.00592
2006,6024,Christmas Island,0.064824,0.449912,0.036338,1.076229
2007,6024,Christmas Island,0.006107,4.254781,0.108598,2.544078
2008,6024,Christmas Island,0.041903,2.114328,0.042015,12.981567
2009,6024,Christmas Island,0.535589,0.759873,0.002062,0.925955
2010,6024,Christmas Island,0.118911,0.575321,0.204315,1.750269
2011,6024,Christmas Island,0.558583,1.481051,0.110634,1.486081
2012,6024,Christmas Island,0.12921,0.492828,0.005422,154.564777
2013,6024,Christmas Island,0.001498,0.167557,0.002793,0.090634
2001,6029,Heard and McDonald Islands,0,0,0,0.1
2002,6029,Heard and McDonald Islands,0,0,0,0
2003,6029,Heard and McDonald Islands,0.019405,0.085364,0.001247,0.405615
2004,6029,Heard and McDonald Islands,0,0.417987,0.004027,0.185212
2005,6029,Heard and McDonald Islands,0.004396,0.016396,0.006534,0.160607
2006,6029,Heard and McDonald Islands,0.0025,0.038217,0,0.595097
2007,6029,Heard and McDonald Islands,0.010604,0.024916,0.088402,1.72167
2008,6029,Heard and McDonald Islands,0,0.009899,0.007419,0.308427
2009,6029,Heard and McDonald Islands,0,0,0.000964,7.113037
2010,6029,Heard and McDonald Islands,0,0.004269,0.125753,3.65496
2011,6029,Heard and McDonald Islands,0,0.003623,0,0.365259
2012,6029,Heard and McDonald Islands,0,0.038993,0.005368,0.499782
2013,6029,Heard and McDonald Islands,0.000009,0.000013,0,0.368843
2001,6040,Papua New Guinea,4.2,39.3,1.7,22.4
2002,6040,Papua New Guinea,4.9,90.2,2.8,23.3
2003,6040,Papua New Guinea,3.138717,66.060469,3.265993,30.275992
2004,6040,Papua New Guinea,3.332839,54.307339,1.151065,42.63545
2005,6040,Papua New Guinea,3.924154,58.451246,2.484138,55.347872
2006,6040,Papua New Guinea,3.159496,83.700225,2.417318,43.761533
2007,6040,Papua New Guinea,18.228324,108.515622,2.809889,65.888833
2008,6040,Papua New Guinea,11.875226,105.578627,4.120625,70.047324
2009,6040,Papua New Guinea,6.97328,102.931047,10.228306,217.804185
2010,6040,Papua New Guinea,7.51733,96.678304,27.912922,186.079364
2011,6040,Papua New Guinea,4.101895,141.68579,5.284755,303.967911
2012,6040,Papua New Guinea,19.858548,118.008125,93.637269,391.335682
2013,6040,Papua New Guinea,9.353816,38.292108,18.202687,90.40163
2001,6141,New Zealand,188.9,2199.2,125.9,2110.5
2002,6141,New Zealand,146.7,2281.6,139.2,1813.2
2003,6141,New Zealand,160.474991,2403.141364,136.091618,1847.707506
2004,6141,New Zealand,230.402903,2967.914611,211.845852,2072.881798
2005,6141,New Zealand,243.598594,3155.239797,176.011608,2592.076963
2006,6141,New Zealand,284.943673,3116.449805,306.376698,2806.165775
2007,6141,New Zealand,263.467549,3113.35902,317.620097,2717.562746
2008,6141,New Zealand,246.825652,3170.814654,197.422517,2533.906801
2009,6141,New Zealand,246.20572,2557.73734,176.242774,2158.504659
2010,6141,New Zealand,172.120504,2763.54142,226.923156,2820.164709
2011,6141,New Zealand,213.271965,3167.658057,210.162771,3571.715281
2012,6141,New Zealand,260.788556,3436.05762,382.593208,3227.368299
2013,6141,New Zealand,316.66668,1898.713806,214.212869,1477.512985
2001,6142,Cook Islands,0,0.3,0,0.7
2002,6142,Cook Islands,0,1.1,0.1,0.8
2003,6142,Cook Islands,0.049465,3.00648,0.018638,2.102321
2004,6142,Cook Islands,0.157912,3.549823,0.268499,0.93474
2005,6142,Cook Islands,0.081873,1.744825,0.011873,1.372809
2006,6142,Cook Islands,0.038178,2.097762,0.160632,3.027954
2007,6142,Cook Islands,0.057146,1.714838,0.188637,2.393727
2008,6142,Cook Islands,0.117668,1.122284,0.155589,2.790773
2009,6142,Cook Islands,0.005221,0.939878,0.02579,1.963686
2010,6142,Cook Islands,0.01637,1.802376,0.22371,3.858635
2011,6142,Cook Islands,0.119631,0.74393,0.173861,4.604318
2012,6142,Cook Islands,0.020718,1.384083,0.152309,5.504221
2013,6142,Cook Islands,0.009603,0.123422,0.230767,1.877433
2001,6143,Tokelau,0.2,10,0.9,10
2002,6143,Tokelau,0.1,2.7,1.1,18
2003,6143,Tokelau,0.617662,6.323251,2.201522,15.171726
2004,6143,Tokelau,0.27077,4.196964,2.764372,25.395831
2005,6143,Tokelau,0.704664,10.800762,6.995577,79.822527
2006,6143,Tokelau,0.700404,5.034914,4.452488,44.750446
2007,6143,Tokelau,0.733359,7.234663,1.01599,55.422404
2008,6143,Tokelau,0.534877,5.358994,1.346202,39.335534
2009,6143,Tokelau,0.061765,16.973913,1.72956,12.926185
2010,6143,Tokelau,0.891791,3.530465,0.756722,3.938459
2011,6143,Tokelau,0.311995,6.699608,0.152842,4.886393
2012,6143,Tokelau,0.357604,5.242736,0.105611,13.422094
2013,6143,Tokelau,0.120101,1.055095,0.006014,0.04915
2001,6144,Niue,0,0,0,0.1
2002,6144,Niue,0,0,0,0.3
2003,6144,Niue,0,0.117639,0.001947,0.061803
2004,6144,Niue,0.000263,0.19512,0,0.613285
2005,6144,Niue,0,0.138878,0.018135,0.607643
2006,6144,Niue,0,0.073373,0.05135,2.540329
2007,6144,Niue,0,0.397357,0.263273,1.662323
2008,6144,Niue,0.000279,0.075716,0.090938,0.509662
2009,6144,Niue,0.00232,0.021638,0.001076,1.209612
2010,6144,Niue,0.004358,0.031904,0.136623,1.570975
2011,6144,Niue,0.000213,0.052795,0.153292,0.716169
2012,6144,Niue,0.001829,0.150352,0.039283,0.771748
2013,6144,Niue,0.01038,0.083408,0,0.116438
2001,6150,Samoa,0.4,7.4,0.7,70.1
2002,6150,Samoa,0.5,6.2,0.5,7.7
2003,6150,Samoa,0.288576,4.440785,0.61154,10.54869
2004,6150,Samoa,0.213514,4.710864,0.70096,12.407583
2005,6150,Samoa,0.340391,7.937575,0.637005,14.538961
2006,6150,Samoa,0.353374,4.258242,0.992187,18.293393
2007,6150,Samoa,0.27855,5.422,0.798399,16.716327
2008,6150,Samoa,0.301178,4.705638,0.914561,13.306266
2009,6150,Samoa,0.618933,4.809986,0.474925,18.683664
2010,6150,Samoa,0.087482,3.331698,1.077929,19.124418
2011,6150,Samoa,0.314793,2.9711,2.110289,23.786831
2012,6150,Samoa,0.124271,2.389292,1.320739,24.702919
2013,6150,Samoa,0.184225,2.11698,1.378585,13.477624
2001,6223,Solomon Islands,0,2.6,5,7.4
2002,6223,Solomon Islands,0,0.4,0.3,1.8
2003,6223,Solomon Islands,0.064241,0.878995,0.040021,1.834376
2004,6223,Solomon Islands,0.057129,2.693424,0.05198,2.75357
2005,6223,Solomon Islands,0.083285,1.351564,0.025993,2.297431
2006,6223,Solomon Islands,0.070788,2.192606,0.367875,5.680255
2007,6223,Solomon Islands,0.081579,1.116542,0.971671,5.438181
2008,6223,Solomon Islands,0.125336,1.233173,0.228056,5.246192
2009,6223,Solomon Islands,0.046559,0.767107,0.473983,6.0207
2010,6223,Solomon Islands,0.058062,0.990748,0.112354,4.953653
2011,6223,Solomon Islands,0.096551,1.313184,0.927564,5.956589
2012,6223,Solomon Islands,0.024592,1.572329,0.264456,7.254847
2013,6223,Solomon Islands,0.026,2.236265,0.826995,4.312435
2001,6224,Vanuatu,0,0.6,0.1,0.9
2002,6224,Vanuatu,0,2.7,0,0.6
2003,6224,Vanuatu,0.053782,0.727386,0.035082,1.266994
2004,6224,Vanuatu,0.032847,1.800437,0.527188,9.467203
2005,6224,Vanuatu,0.129417,2.489141,0.550163,9.138578
2006,6224,Vanuatu,0.065569,2.259094,1.132355,9.059099
2007,6224,Vanuatu,0.043196,0.884784,0.314209,23.948479
2008,6224,Vanuatu,0.039406,1.290513,61.060052,63.755418
2009,6224,Vanuatu,0.460491,1.790895,0.163981,3.903181
2010,6224,Vanuatu,0.046627,1.585396,0.136353,18.940232
2011,6224,Vanuatu,0.08509,1.860207,0.105178,5.152275
2012,6224,Vanuatu,0.054877,2.596805,1.19488,99.515739
2013,6224,Vanuatu,0.166519,3.061165,0.469625,18.65766
2001,6225,Pitcairn Islands,0,0.1,0.2,5.5
2002,6225,Pitcairn Islands,0,0.1,0.2,6.1
2003,6225,Pitcairn Islands,0,0.482063,0.18526,3.031593
2004,6225,Pitcairn Islands,0.008599,0.647196,0.290442,2.369109
2005,6225,Pitcairn Islands,0.10593,1.040512,0.014328,0.45629
2006,6225,Pitcairn Islands,0.025227,0.105307,0.004098,1.365209
2007,6225,Pitcairn Islands,0,0.088716,0.043365,1.894797
2008,6225,Pitcairn Islands,0,0.00816,0,0
2009,6225,Pitcairn Islands,0.004947,0.025973,0.568212,0.568212
2010,6225,Pitcairn Islands,0,0.004083,0.000609,0.003683
2011,6225,Pitcairn Islands,0,0.002772,0,0.015696
2012,6225,Pitcairn Islands,0,0.004511,0.00022,0.040527
2013,6225,Pitcairn Islands,0,0.002187,0,0
2001,6226,Kiribati,0.1,1.2,0.7,5.9
2002,6226,Kiribati,0.1,1.1,1.1,3.7
2003,6226,Kiribati,0.061887,1.798663,0.05805,1.332667
2004,6226,Kiribati,0.081062,1.508769,0.069457,1.342466
2005,6226,Kiribati,0.042787,1.104581,0.465528,2.411608
2006,6226,Kiribati,0.073166,1.345733,0.028182,1.3923
2007,6226,Kiribati,0.136197,1.233086,0.047882,1.149509
2008,6226,Kiribati,0.097301,0.946915,0.15644,7.34754
2009,6226,Kiribati,0.048465,1.14401,0.056174,0.824672
2010,6226,Kiribati,0.085625,1.023175,0.053479,3.977797
2011,6226,Kiribati,0.053651,0.645508,0.239434,17.678908
2012,6226,Kiribati,0.042692,0.596252,0.011139,4.605948
2013,6226,Kiribati,0.044985,0.367247,0.04935,1.762577
2002,6227,Tuvalu,0,0,0,0
2003,6227,Tuvalu,0,0.007236,0,0.076572
2004,6227,Tuvalu,0,0.044436,0.20242,0.322376
2005,6227,Tuvalu,0,0.056868,0,0.04246
2006,6227,Tuvalu,0,0.022515,0.000816,0.06429
2007,6227,Tuvalu,0.00595,0.027609,0,0.051512
2008,6227,Tuvalu,0.003608,0.088237,0.002938,0.130423
2009,6227,Tuvalu,0,0.089205,0.008365,0.151784
2010,6227,Tuvalu,0,0.020559,0,0.620945
2011,6227,Tuvalu,0,0.002031,0.03133,0.724161
2012,6227,Tuvalu,0,0.040005,0.069888,0.612146
2013,6227,Tuvalu,0.000013,0.009005,0.034132,0.201582
2001,6412,New Caledonia,0.6,14.6,1.2,25.1
2002,6412,New Caledonia,0.7,9.7,3.3,36.6
2003,6412,New Caledonia,1.208881,12.557832,3.794634,43.23119
